编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
22-A-1,喜马拉雅山脉形成的原因是	地壳断裂上升,ed-ori,,0,5,,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 上升,喜马拉雅 山脉 形成 的 原因 是 地壳 断裂 上升,loc VV DEC NN VC term NN VV,,因果_0（地壳断裂上升，喜马拉雅山脉形成）,因果_0（地壳断裂上升，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 上 升,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 上 升,loc VV DEC NN VC term NN LC VV,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地壳)) (NP (NN 断裂)) (VP (VV 上升))))) )
22-B,喜马拉雅山脉形成的原因是	亚欧板块与非洲板块张裂，地壳断裂下沉,y,,0,5 7 10,,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂 ， 地壳 断裂 下沉,喜马拉雅 山脉 形成 的 原因 是 亚欧 板块 与 非洲 板块 张裂 ， 地壳 断裂 下沉,loc VV DEC NN VC term CC term VV PU term NN VV,,因果_0（亚欧板块与非洲板块张裂地壳断裂下沉，喜马拉雅山脉形成）,因果_0（亚欧板块与非洲板块张裂地壳断裂下沉，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂 ， 地壳 断裂 下沉,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂 ， 地壳 断裂 下沉,loc VV DEC NN VC term CC term VV PU term VV NN,( (IP (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 亚欧板块) (CC 与) (NN 非洲板块)) (VP (VV 张裂))))) (PU ，) (IP (NP (NN 地壳)) (NP (NN 断裂)) (VP (VV 下沉)))) )
22-B-0,喜马拉雅山脉形成的原因是	亚欧板块与非洲板块张裂,ed-ori,,0,5 7,,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂,喜马拉雅 山脉 形成 的 原因 是 亚欧 板块 与 非洲 板块 张裂,loc VV DEC NN VC term CC term VV,,因果_0（亚欧板块与非洲板块张裂，喜马拉雅山脉形成）,因果_0（亚欧板块与非洲板块张裂，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂,喜马拉雅山脉 形成 的 原因 是 亚欧板块 与 非洲板块 张裂,loc VV DEC NN VC term CC term NR,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 亚欧板块) (CC 与) (NN 非洲板块)) (VP (VV 张裂))))) )
22-B-1,喜马拉雅山脉形成的原因是	地壳断裂下沉,ed-ori,,0,5,,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 下沉,喜马拉雅 山脉 形成 的 原因 是 地壳 断裂 下沉,loc VV DEC NN VC term NN VV,,因果_0（地壳断裂下沉，喜马拉雅山脉形成）,因果_0（地壳断裂下沉，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 下沉,喜马拉雅山脉 形成 的 原因 是 地壳 断裂 下沉,loc VV DEC NN VC term VV NN,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地壳)) (NP (NN 断裂)) (VP (VV 下沉))))) )
22-C,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块碰撞，地壳抬升,y,,0,5 7 10,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞 ， 地壳 抬升,喜马拉雅 山脉 形成 的 原因 是 印度洋 板块 与 亚欧 板块 碰撞 ， 地壳 抬升,loc VV DEC NN VC term CC term VV PU term VV,,因果_0（印度洋板块与亚欧板块碰撞地壳抬升，喜马拉雅山脉形成）,因果_0（印度洋板块与亚欧板块碰撞地壳抬升，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞 ， 地壳 抬升,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞 ， 地壳 抬升,loc VV DEC NN VC term CC term VV PU term VV,( (IP (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 印度洋板块) (CC 与) (NN 亚欧板块)) (VP (VV 碰撞))))) (PU ，) (IP (NP (NN 地壳)) (VP (VV 抬升)))) )
22-C-0,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块碰撞,ed-ori,,0,5 7,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞,喜马拉雅 山脉 形成 的 原因 是 印度洋 板块 与 亚欧 板块 碰撞,loc VV DEC NN VC term CC term VV,,因果_0（印度洋板块与亚欧板块碰撞，喜马拉雅山脉形成）,因果_0（印度洋板块与亚欧板块碰撞，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 碰撞,loc VV DEC NN VC term CC term VV,( (IP (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (NP (NN 印度洋板块)))) (CC 与) (IP (NP (NN 亚欧板块)) (VP (VV 碰撞)))) )
22-C-1,喜马拉雅山脉形成的原因是	地壳抬升,ed-ori,,0,5,,喜马拉雅山脉 形成 的 原因 是 地壳 抬升,喜马拉雅 山脉 形成 的 原因 是 地壳 抬升,loc VV DEC NN VC term VV,,因果_0（地壳抬升，喜马拉雅山脉形成）,因果_0（地壳抬升，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 地壳 抬升,喜马拉雅山脉 形成 的 原因 是 地壳 抬升,loc VV DEC NN VC term VV,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地壳)) (VP (VV 抬升))))) )
22-D,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块张裂，地壳下沉,y,,0,5 7 10,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂 ， 地壳 下沉,喜马拉雅 山脉 形成 的 原因 是 印度洋 板块 与 亚欧 板块 张裂 ， 地壳 下沉,loc VV DEC NN VC term CC term VV PU term VV,,因果_0（印度洋板块与亚欧板块张裂地壳下沉，喜马拉雅山脉形成）,因果_0（印度洋板块与亚欧板块张裂地壳下沉，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂 ， 地壳 下沉,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂 ， 地壳 下沉,loc VV DEC NN VC term CC term VV PU term VV,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (IP (NP (NN 印度洋板块) (CC 与) (NN 亚欧板块)) (VP (VV 张裂))) (PU ，) (IP (NP (NN 地壳)) (VP (VV 下沉)))))) )
22-D-0,喜马拉雅山脉形成的原因是	印度洋板块与亚欧板块张裂,ed-ori,,0,5 7,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂,喜马拉雅 山脉 形成 的 原因 是 印度洋 板块 与 亚欧 板块 张裂,loc VV DEC NN VC term CC term VV,,因果_0（印度洋板块与亚欧板块张裂，喜马拉雅山脉形成）,因果_0（印度洋板块与亚欧板块张裂，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂,喜马拉雅山脉 形成 的 原因 是 印度洋板块 与 亚欧板块 张裂,loc VV DEC NN VC term CC term NR,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 印度洋板块) (CC 与) (NN 亚欧板块)) (VP (VV 张裂))))) )
22-D-1,喜马拉雅山脉形成的原因是	地壳下沉,ed-ori,,0,5,,喜马拉雅山脉 形成 的 原因 是 地壳 下沉,喜马拉雅 山脉 形成 的 原因 是 地壳 下沉,loc VV DEC NN VC term VV,,因果_0（地壳下沉，喜马拉雅山脉形成）,因果_0（地壳下沉，喜马拉雅山脉形成）,0_3,0_3,因果,因果,,,喜马拉雅山脉 形成 的 原因 是 地壳 下沉,喜马拉雅山脉 形成 的 原因 是 地壳 下沉,loc VV DEC NN VC term NN,( (IP (NP (CP (IP (NP (NR 喜马拉雅山脉)) (VP (VV 形成))) (DEC 的)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地壳)) (VP (VV 下沉))))) )
23-A,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势低，云量大,y,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 地势 低 ， 云量 大,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 地势 低 ， 云量 大,loc term VV loc DEG JJ NN VC NN VA PU NN VA,,因果_0（地势低云量大，成都平原年太阳总辐射量小于青藏高原）,因果_0（地势低云量大，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,3 4,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 低 ， 云量 大,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 低 ， 云量 大,loc term VV loc DEG JJ NN VC NN VA PU NN JJ,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (IP (NP (NN 地势)) (VP (VA 低))) (PU ，) (IP (NP (NN 云量)) (VP (VA 大)))))))) )
23-A-0,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势低,ed-ori,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 地势 低,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 地势 低,loc term VV loc DEG JJ NN VC NN VA,,因果_0（地势低，成都平原年太阳总辐射量小于青藏高原）,因果_0（地势低，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 低,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 低,loc term VV loc DEG JJ NN VC NN VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地势)) (VP (VA 低))))))) )
23-A-1,成都平原年太阳总辐射量小于青藏高原的主要原因是	云量大,ed-ori,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 云量 大,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 云量 大,loc term VV loc DEG JJ NN VC NN VA,,因果_0（云量大，成都平原年太阳总辐射量小于青藏高原）,因果_0（云量大，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 云量 大,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 云量 大,loc term VV loc DEG JJ NN VC NN VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 云量)) (VP (VA 大))))))) )
23-B,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势高，空气稀薄,y,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 地势 高 ， 空气 稀薄,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 地势 高 ， 空气 稀薄,loc term VV loc DEG JJ NN VC NN VA PU NN VA,,因果_0（地势高空气稀薄，成都平原年太阳总辐射量小于青藏高原）,因果_0（地势高空气稀薄，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 高 ， 空气 稀薄,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 高 ， 空气 稀薄,loc term VV loc DEG JJ NN VC NN VA PU NN VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (IP (NP (NN 地势)) (VP (VA 高))) (PU ，) (IP (NP (NN 空气)) (VP (VA 稀薄)))))))) )
23-B-0,成都平原年太阳总辐射量小于青藏高原的主要原因是	地势高,ed-ori,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 地势 高,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 地势 高,loc term VV loc DEG JJ NN VC NN VA,,因果_0（地势高，成都平原年太阳总辐射量小于青藏高原）,因果_0（地势高，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 高,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 地势 高,loc term VV loc DEG JJ NN VC NN VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 地势)) (VP (VA 高))))))) )
23-B-1,成都平原年太阳总辐射量小于青藏高原的主要原因是	空气稀薄,ed-ori,,0 3,1,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 空气 稀薄,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 空气 稀薄,loc term VV loc DEG JJ NN VC NN VA,,因果_0（空气稀薄，成都平原年太阳总辐射量小于青藏高原）,因果_0（空气稀薄，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 空气 稀薄,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 空气 稀薄,loc term VV loc DEG JJ NN VC NN VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 空气)) (VP (VA 稀薄))))))) )
23-C,成都平原年太阳总辐射量小于青藏高原的主要原因是	纬度高，正午太阳高度小,y,,0 3,1 8 11,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 纬度 高 ， 正午太阳高度 小,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 纬度 高 ， 正午 太阳 高度 小,loc term VV loc DEG JJ NN VC term VA PU term VA,,因果_0（纬度高正午太阳高度小，成都平原年太阳总辐射量小于青藏高原）,因果_0（纬度高正午太阳高度小，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 纬度 高 ， 正午太阳高度 小,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 纬度 高 ， 正午太阳高度 小,loc term VV loc DEG JJ NN VC term VA PU term JJ,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (IP (NP (NN 纬度)) (VP (VA 高))) (PU ，) (IP (NP (NN 正午太阳高度)) (VP (VA 小)))))))) )
23-C-0,成都平原年太阳总辐射量小于青藏高原的主要原因是	纬度高,ed-ori,,0 3,1 8,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 纬度 高,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 纬度 高,loc term VV loc DEG JJ NN VC term VA,,因果_0（纬度高，成都平原年太阳总辐射量小于青藏高原）,因果_0（纬度高，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 纬度 高,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 纬度 高,loc term VV loc DEG JJ NN VC term VA,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 纬度)) (VP (VA 高))))))) )
23-C-1,成都平原年太阳总辐射量小于青藏高原的主要原因是	正午太阳高度小,ed-ori,,0 3,1 8,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 正午太阳高度 小,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 正午 太阳 高度 小,loc term VV loc DEG JJ NN VC term VA,,因果_0（正午太阳高度小，成都平原年太阳总辐射量小于青藏高原）,因果_0（正午太阳高度小，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 正午太阳高度 小,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 正午太阳高度 小,loc term VV loc DEG JJ NN VC term JJ,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (IP (NP (NN 正午太阳高度)) (VP (VA 小))))))) )
23-D,成都平原年太阳总辐射量小于青藏高原的主要原因是	受副热带高气压控制,None,,0 3,1 9,,成都平原 年太阳总辐射量 小于 青藏高原 的 主要 原因 是 受 副热带高气压 控制,成都 平原 年 太阳 总 辐射量 小于 青藏 高原 的 主要 原因 是 受 副 热带 高 气压 控制,loc term VV loc DEG JJ NN VC VV term NN,,因果_0（受副热带高气压控制，成都平原年太阳总辐射量小于青藏高原）,因果_0（受副热带高气压控制，比较_1（成都平原，青藏高原，年太阳总辐射量，小于））,0_6,0_6 1_2,因果,因果 比较,,,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 受 副热带高气压 控制,成都 平原 年 太阳 总 辐射量 小于 青藏高原 的 主要 原因 是 受 副热带高气压 控制,loc term VV loc DEG JJ NN VC VV term VV,( (IP (NP (NR 成都平原) (NN 年太阳总辐射量)) (VP (VV 小于) (IP (NP (DNP (NP (NR 青藏高原)) (DEG 的)) (ADJP (JJ 主要)) (NP (NN 原因))) (VP (VC 是) (VP (VV 受) (NP (NN 副热带高气压) (NN 控制))))))) )
24-A,图中	①处为向斜,None,,2,4,,图 中 ①处 为 向斜,图 中 ①处 为 向斜,NN LC loc VC term,,匹配_0（①，向斜）,匹配_0（①，向斜）,0_3,0_3,匹配,匹配,2,,图 中 ①处 为 向斜,图 中 ①处 为 向斜,NN LC loc VC term,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR ①处))) (VP (VC 为) (NP (NN 向斜)))) )
24-B,图中	②处断裂上升,None,,2,,,图 中 ②处 断裂 上升,图 中 ②处 断裂 上升,NN LC loc NN VV,,一般陈述_0（②处断裂上升）,一般陈述_0（②处断裂上升）,,,一般陈述,一般陈述,2,,图 中 ②处 断裂 上 升,图 中 ②处 断裂 上 升,NN LC loc NN LC VV,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR ②处)) (NP (NN 断裂))) (VP (VV 上升))) )
24-C,图中	③处为火山,None,,2,4,,图 中 ③处 为 火山,图 中 ③处 为 火山,NN LC loc VC term,,匹配_0（③，火山）,匹配_0（③，火山）,0_3,0_3,匹配,匹配,2,,图 中 ③处 为 火山,图 中 ③处 为 火山,NN LC loc VV term,( (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NR ③处))) (VP (VC 为) (NP (NN 火山)))) )
24-D,图中	④处断裂下沉,None,,2,,,图 中 ④处 断裂 下沉,图 中 ④处 断裂 下沉,NN LC loc NN VV,,一般陈述_0（④处断裂下沉）,一般陈述_0（④处断裂下沉）,,,一般陈述,一般陈述,2,,图 中 ④处 断裂 下沉,图 中 ④处 断裂 下沉,NN LC loc VV NN,( (IP (LCP (NP (NN 图)) (LC 中)) (NP (NP (NR ④处)) (NP (NN 断裂))) (VP (VV 下沉))) )
25-A,图中地区依次经历的地质作用是	沉积作用、岩浆侵入、地壳运动、侵蚀作用,None,,,6 8 10 12 14,,图 中 地区 依次 经历 的 地质作用 是 沉积作用 、 岩浆侵入 、 地壳运动 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 沉积 作用 、 岩浆 侵入 、 地壳 运动 、 侵蚀 作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,,实体信息陈述_0（图中地区，依次经历的地质作用，沉积作用、岩浆侵入、地壳运动、侵蚀作用）,实体信息陈述_0（图中地区，依次经历的地质作用，列表_1（沉积作用，岩浆侵入，地壳运动，侵蚀作用））,,1_9-11-13,实体信息陈述,实体信息陈述 列表,,,图 中 地区 依次 经历 的 地质 作用 是 沉积作用 、 岩浆侵入 、 地壳运动 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 沉积作用 、 岩浆侵入 、 地壳运动 、 侵蚀作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,( (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地区))) (VP (ADVP (AD 依次)) (VP (VV 经历)))) (DEC 的)) (NP (NN 地质作用))) (VP (VC 是) (NP (NN 沉积作用) (PU 、) (NN 岩浆侵入) (PU 、) (NN 地壳运动) (PU 、) (NN 侵蚀作用)))) )
25-B,图中地区依次经历的地质作用是	沉积作用、地壳运动、岩浆侵入、侵蚀作用,None,,,6 8 10 12 14,,图 中 地区 依次 经历 的 地质作用 是 沉积作用 、 地壳运动 、 岩浆侵入 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 沉积 作用 、 地壳 运动 、 岩浆 侵入 、 侵蚀 作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,,实体信息陈述_0（图中地区，依次经历的地质作用，沉积作用、地壳运动、岩浆侵入、侵蚀作用）,实体信息陈述_0（图中地区，依次经历的地质作用，列表_1（沉积作用，地壳运动，岩浆侵入，侵蚀作用））,,1_9-11-13,实体信息陈述,实体信息陈述 列表,,,图 中 地区 依次 经历 的 地质 作用 是 沉积作用 、 地壳运动 、 岩浆侵入 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 沉积作用 、 地壳运动 、 岩浆侵入 、 侵蚀作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,( (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地区))) (VP (ADVP (AD 依次)) (VP (VV 经历)))) (DEC 的)) (NP (NN 地质作用))) (VP (VC 是) (NP (NN 沉积作用) (PU 、) (NN 地壳运动) (PU 、) (NN 岩浆侵入) (PU 、) (NN 侵蚀作用)))) )
25-C,图中地区依次经历的地质作用是	地壳运动、沉积作用、岩浆侵入、侵蚀作用,None,,,6 8 10 12 14,,图 中 地区 依次 经历 的 地质作用 是 地壳运动 、 沉积作用 、 岩浆侵入 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 地壳 运动 、 沉积 作用 、 岩浆 侵入 、 侵蚀 作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,,实体信息陈述_0（图中地区，依次经历的地质作用，地壳运动、沉积作用、岩浆侵入、侵蚀作用）,实体信息陈述_0（图中地区，依次经历的地质作用，列表_1（地壳运动，沉积作用，岩浆侵入，侵蚀作用））,,1_9-11-13,实体信息陈述,实体信息陈述 列表,,,图 中 地区 依次 经历 的 地质 作用 是 地壳运动 、 沉积作用 、 岩浆侵入 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 地壳运动 、 沉积作用 、 岩浆侵入 、 侵蚀作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,( (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地区))) (VP (ADVP (AD 依次)) (VP (VV 经历)))) (DEC 的)) (NP (NN 地质作用))) (VP (VC 是) (NP (NN 地壳运动) (PU 、) (NN 沉积作用) (PU 、) (NN 岩浆侵入) (PU 、) (NN 侵蚀作用)))) )
25-D,图中地区依次经历的地质作用是	岩浆侵入、地壳运动、沉积作用、侵蚀作用,None,,,6 8 10 12 14,,图 中 地区 依次 经历 的 地质作用 是 岩浆侵入 、 地壳运动 、 沉积作用 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 岩浆 侵入 、 地壳 运动 、 沉积 作用 、 侵蚀 作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,,实体信息陈述_0（图中地区，依次经历的地质作用，岩浆侵入、地壳运动、沉积作用、侵蚀作用）,实体信息陈述_0（图中地区，依次经历的地质作用，列表_1（岩浆侵入，地壳运动，沉积作用，侵蚀作用））,,1_9-11-13,实体信息陈述,实体信息陈述 列表,,,图 中 地区 依次 经历 的 地质 作用 是 岩浆侵入 、 地壳运动 、 沉积作用 、 侵蚀作用,图 中 地区 依次 经历 的 地质 作用 是 岩浆侵入 、 地壳运动 、 沉积作用 、 侵蚀作用,NN LC NN AD VV DEC term VC term PU term PU term PU term,( (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 地区))) (VP (ADVP (AD 依次)) (VP (VV 经历)))) (DEC 的)) (NP (NN 地质作用))) (VP (VC 是) (NP (NN 岩浆侵入) (PU 、) (NN 地壳运动) (PU 、) (NN 沉积作用) (PU 、) (NN 侵蚀作用)))) )
