编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
18-C,下列关于图中生态功能区分布的叙述，正确的是	都位于省区交界处,None,,,,,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 都 位于 省区 交界 处,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 都 位于 省区 交界 处,JJ P NN LC NN NN NN DEC NN PU VA DEC VC AD VV NN NN NN,,位于_0（图中生态功能区，省区交界处）,位于_0（图中生态功能区，省区交界处）,0_14,0_14,位于,位于,,,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 都 位于 省区 交界 处,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 都 位于 省区 交界 处,AD P NN LC NN NN VV DEC VV PU VA DEC VC AD VV NN NN NN,( (IP (NP (ADJP (JJ 下列)) (CP (IP (VP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 生态)))) (VP (NN 功能区) (NN 分布)))) (DEC 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (VP (ADVP (AD 都)) (VP (VV 位于) (NP (NP (NN 省区) (NN 交界)) (NP (NN 处)))))))) )
18-D,下列关于图中生态功能区分布的叙述，正确的是	三级地势阶梯上均有分布,None,,,,,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 三级 地势 阶梯 上 均 有 分布,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 三级 地势 阶梯 上 均 有 分布,JJ P NN LC NN NN NN DEC NN PU VA DEC VC NN NN NN LC AD VE NN,,分布_0（图中生态功能区，三级地势阶梯，均有分布）,分布_0（图中生态功能区，三级地势阶梯，均有分布）,0_17-18-19,0_17-18-19,分布,分布,,,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 三级 地势 阶梯 上 均 有 分布,下列 关于 图 中 生态 功能区 分布 的 叙述 ， 正确 的 是 三级 地势 阶梯 上 均 有 分布,AD P NN LC NN NN VV DEC VV PU VA DEC VC NN NN NN LC AD VE NN,( (IP (NP (ADJP (JJ 下列)) (CP (IP (VP (PP (P 关于) (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 生态)))) (VP (NN 功能区) (NN 分布)))) (DEC 的)) (NP (NN 叙述))) (PU ，) (NP (CP (IP (VP (VA 正确))) (DEC 的))) (VP (VC 是) (IP (LCP (NP (NN 三级) (NN 地势) (NN 阶梯)) (LC 上)) (VP (ADVP (AD 均)) (VP (VE 有) (NP (NN 分布))))))) )
19-A,图中序号代表的生态功能区所属的省级行政区是	①地位于青、藏之间,None,,13 15 17,,,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ①地 位于 青 、 藏 之间,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ①地 位于 青 、 藏 之间,NN LC NN VV DEC NN NN MSP VV DEC JJ NN VC loc VV loc PU loc LC,,位于_0（①地代表的生态功能区所属的省级行政区，青、藏之间）,位于_0（①地代表的生态功能区所属的省级行政区，青、藏之间）,0_14,0_14,位于,位于,12,,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ①地 位于 青 、 藏 之间,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ①地 位于 青 、 藏 之间,NN LC NN VV DEC NN NN NN DEG JJ NN VC loc VV loc PU loc LC,( (IP (NP (CP (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 序号))) (VP (VV 代表))) (DEC 的)) (NP (NN 生态) (NN 功能区))) (VP (MSP 所) (VP (VV 属)))) (DEC 的)) (ADJP (JJ 省级)) (NP (NN 行政区))) (VP (VC 是) (IP (NP (NR ①地)) (VP (VV 位于) (UCP (NP (NR 青)) (PU 、) (LCP (NP (NR 藏)) (LC 之间))))))) )
19-B,图中序号代表的生态功能区所属的省级行政区是	②地跨陕、甘、宁、晋地区,None,,13 15 17 19 21,,,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ②地 跨 陕 、 甘 、 宁 、 晋 地区,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ②地 跨 陕 、 甘 、 宁 、 晋 地区,NN LC NN VV DEC NN NN MSP VV DEC JJ NN VC loc VV loc PU loc PU loc PU loc NN,,位于_0（②地代表的生态功能区所属的省级行政区，陕、甘、宁、晋地区）,位于_0（②地代表的生态功能区所属的省级行政区，陕、甘、宁、晋地区）,0_14,0_14,位于,位于,12,,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ②地 跨陕 、 甘 、 宁 、 晋地区,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ②地 跨陕 、 甘 、 宁 、 晋地区,NN LC NN VV DEC NN NN NN DEG JJ NN VC loc VV loc PU loc PU loc PU loc NN,( (IP (NP (CP (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 序号))) (VP (VV 代表))) (DEC 的)) (NP (NN 生态) (NN 功能区))) (VP (MSP 所) (VP (VV 属)))) (DEC 的)) (ADJP (JJ 省级)) (NP (NN 行政区))) (VP (VC 是) (IP (NP (NR ②地)) (VP (VV 跨) (NP (NP (NR 陕) (PU 、) (NR 甘) (PU 、) (NR 宁) (PU 、) (NR 晋)) (NP (NN 地区))))))) )
19-C,图中序号代表的生态功能区所属的省级行政区是	③地主体位于川、渝地区,None,,13 16,,,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ③地 主体 位于 川、渝地区,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ③地 主体 位于 川 、 渝 地区,NN LC NN VV DEC NN NN MSP VV DEC JJ NN VC loc NN VV loc,,位于_0（③地代表的生态功能区所属的省级行政区，川、渝地区）,位于_0（③地代表的生态功能区所属的省级行政区，川、渝地区）,0_14-15,0_14-15,位于,位于,12,,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ③地 主体 位于 川 、 渝地区,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ③地 主体 位于 川 、 渝地区,NN LC NN VV DEC NN NN NN DEG JJ NN VC NN NN VV NR,( (IP (NP (CP (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 序号))) (VP (VV 代表))) (DEC 的)) (NP (NN 生态) (NN 功能区))) (VP (MSP 所) (VP (VV 属)))) (DEC 的)) (ADJP (JJ 省级)) (NP (NN 行政区))) (VP (VC 是) (IP (NP (NP (NR ③地)) (NP (NN 主体))) (VP (VV 位于) (NP (NR 川、渝地区)))))) )
19-D,图中序号代表的生态功能区所属的省级行政区是	④地跨粤、桂、黔之间,None,,13 15 17 19,,,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ④地 跨 粤 、 桂 、 黔 之间,图 中 序号 代表 的 生态 功能区 所 属 的 省级 行政区 是 ④地 跨 粤 、 桂 、 黔 之间,NN LC NN VV DEC NN NN MSP VV DEC JJ NN VC loc VV loc PU loc PU loc LC,,位于_0（④地代表的生态功能区所属的省级行政区，粤、桂、黔之间）,位于_0（④地代表的生态功能区所属的省级行政区，粤、桂、黔之间）,0_14,0_14,位于,位于,12,,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ④地 跨粤 、 桂 、 黔 之间,图 中 序号 代表 的 生态 功能区 所属 的 省级 行政区 是 ④地 跨粤 、 桂 、 黔 之间,NN LC NN VV DEC NN NN NN DEG JJ NN VC loc VV loc PU loc PU loc LC,( (IP (NP (CP (IP (NP (CP (IP (NP (LCP (NP (NN 图)) (LC 中)) (NP (NN 序号))) (VP (VV 代表))) (DEC 的)) (NP (NN 生态) (NN 功能区))) (VP (MSP 所) (VP (VV 属)))) (DEC 的)) (ADJP (JJ 省级)) (NP (NN 行政区))) (VP (VC 是) (IP (NP (NR ④地)) (VP (VV 跨) (LCP (NP (NR 粤) (PU 、) (NR 桂) (PU 、) (NR 黔)) (LC 之间)))))) )
20-A,国家建设重点生态功能区的目的是	涵养水源，保持水土,y,,,,,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源 ， 保持 水土,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源 ， 保持 水土,NN VV NN NN NN DEG NN VC VV NN PU VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，涵养水源保持水土）,实体信息陈述_0（国家建设重点生态功能区，目的，涵养水源保持水土）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源 ， 保持 水土,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源 ， 保持 水土,NN NN NN NN NN DEG NN VC VV NN PU VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VP (VV 涵养) (NP (NN 水源))) (PU ，) (VP (VV 保持) (NP (NN 水土)))))) )
20-A-0,国家建设重点生态功能区的目的是	涵养水源,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源,NN VV NN NN NN DEG NN VC VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，涵养水源）,实体信息陈述_0（国家建设重点生态功能区，目的，涵养水源）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源,国家 建设 重点 生态 功能区 的 目的 是 涵养 水源,NN NN NN NN NN DEG NN VC VV NN,( (IP (IP (NP (NN 国家)) (VP (VV 建设) (NP (DNP (NP (NN 重点) (NN 生态) (NN 功能区)) (DEG 的)) (NP (NN 目的))))) (VP (VC 是) (NP (IP (VP (VV 涵养))) (NP (NN 水源))))) )
20-A-1,国家建设重点生态功能区的目的是	保持水土,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 保持 水土,国家 建设 重点 生态 功能区 的 目的 是 保持 水土,NN VV NN NN NN DEG NN VC VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，保持水土）,实体信息陈述_0（国家建设重点生态功能区，目的，保持水土）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 保持 水土,国家 建设 重点 生态 功能区 的 目的 是 保持 水土,NN NN NN NN NN DEG NN VC VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 保持) (NP (NN 水土)))))) )
20-B,国家建设重点生态功能区的目的是	防风固沙，保护农田,y,,,,,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙 ， 保护 农田,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙 ， 保护 农田,NN VV NN NN NN DEG NN VC VV VV PU VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，防风固沙保护农田）,实体信息陈述_0（国家建设重点生态功能区，目的，防风固沙保护农田）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙 ， 保护 农田,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙 ， 保护 农田,NN NN NN NN NN DEG NN VC VV NN PU VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VP (VCD (VV 防风) (VV 固沙))) (PU ，) (VP (VV 保护) (NP (NN 农田)))))) )
20-B-0,国家建设重点生态功能区的目的是	防风固沙,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙,NN VV NN NN NN DEG NN VC VV VV,,实体信息陈述_0（国家建设重点生态功能区，目的，防风固沙）,实体信息陈述_0（国家建设重点生态功能区，目的，防风固沙）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙,国家 建设 重点 生态 功能区 的 目的 是 防风 固沙,NN NN NN NN NN DEG NN VC VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VCD (VV 防风) (VV 固沙))))) )
20-B-1,国家建设重点生态功能区的目的是	保护农田,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 保护 农田,国家 建设 重点 生态 功能区 的 目的 是 保护 农田,NN VV NN NN NN DEG NN VC VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，保护农田）,实体信息陈述_0（国家建设重点生态功能区，目的，保护农田）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 保护 农田,国家 建设 重点 生态 功能区 的 目的 是 保护 农田,NN NN NN NN NN DEG NN VC VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 保护) (NP (NN 农田)))))) )
20-C,国家建设重点生态功能区的目的是	保护生物多样性，改善生态环境,y,,,,,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性 ， 改善 生态 环境,国家 建设 重点 生态 功能区 的 目的 是 保护 生物 多样性 ， 改善 生态 环境,NN VV NN NN NN DEG NN VC VV NN PU VV NN NN,,实体信息陈述_0（国家建设重点生态功能区，目的，保护生物多样性改善生态环境）,实体信息陈述_0（国家建设重点生态功能区，目的，保护生物多样性改善生态环境）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性 ， 改善 生态 环境,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性 ， 改善 生态 环境,NN NN NN NN NN DEG NN VC VV NN PU VV NN NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VP (VV 保护) (NP (NN 生物多样性))) (PU ，) (VP (VV 改善) (NP (NN 生态) (NN 环境)))))) )
20-C-0,国家建设重点生态功能区的目的是	保护生物多样性,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性,国家 建设 重点 生态 功能区 的 目的 是 保护 生物 多样性,NN VV NN NN NN DEG NN VC VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，保护生物多样性）,实体信息陈述_0（国家建设重点生态功能区，目的，保护生物多样性）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性,国家 建设 重点 生态 功能区 的 目的 是 保护 生物多样性,NN NN NN NN NN DEG NN VC VV NN,( (IP (IP (NP (NN 国家)) (VP (VV 建设) (NP (DNP (NP (NN 重点) (NN 生态) (NN 功能区)) (DEG 的)) (NP (NN 目的))))) (VP (VC 是) (IP (VP (VV 保护) (NP (NN 生物多样性)))))) )
20-C-1,国家建设重点生态功能区的目的是	改善生态环境,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 改善 生态 环境,国家 建设 重点 生态 功能区 的 目的 是 改善 生态 环境,NN VV NN NN NN DEG NN VC VV NN NN,,实体信息陈述_0（国家建设重点生态功能区，目的，改善生态环境）,实体信息陈述_0（国家建设重点生态功能区，目的，改善生态环境）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 改善 生态 环境,国家 建设 重点 生态 功能区 的 目的 是 改善 生态 环境,NN NN NN NN NN DEG NN VC VV NN NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (IP (VP (VV 改善) (NP (NN 生态) (NN 环境)))))) )
20-D,国家建设重点生态功能区的目的是	吸烟除尘，净化空气,y,,,,,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘 ， 净化 空气,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘 ， 净化 空气,NN VV NN NN NN DEG NN VC VV VV PU VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，吸烟除尘净化空气）,实体信息陈述_0（国家建设重点生态功能区，目的，吸烟除尘净化空气）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘 ， 净化 空气,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘 ， 净化 空气,NN NN NN NN NN DEG NN VC VV NN PU VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VP (VCD (VV 吸烟) (VV 除尘))) (PU ，) (VP (VV 净化) (NP (NN 空气)))))) )
20-D-0,国家建设重点生态功能区的目的是	吸烟除尘,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘,NN VV NN NN NN DEG NN VC VV VV,,实体信息陈述_0（国家建设重点生态功能区，目的，吸烟除尘）,实体信息陈述_0（国家建设重点生态功能区，目的，吸烟除尘）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘,国家 建设 重点 生态 功能区 的 目的 是 吸烟 除尘,NN NN NN NN NN DEG NN VC VV NN,( (IP (NP (DNP (NP (IP (NP (NN 国家)) (VP (VV 建设) (NP (NN 重点) (NN 生态)))) (NP (NN 功能区))) (DEG 的)) (NP (NN 目的))) (VP (VC 是) (VP (VCD (VV 吸烟) (VV 除尘))))) )
20-D-1,国家建设重点生态功能区的目的是	净化空气,ed-ori,,,,,国家 建设 重点 生态 功能区 的 目的 是 净化 空气,国家 建设 重点 生态 功能区 的 目的 是 净化 空气,NN VV NN NN NN DEG NN VC VV NN,,实体信息陈述_0（国家建设重点生态功能区，目的，净化空气）,实体信息陈述_0（国家建设重点生态功能区，目的，净化空气）,,,实体信息陈述,实体信息陈述,,,国家 建设 重点 生态 功能区 的 目的 是 净化 空气,国家 建设 重点 生态 功能区 的 目的 是 净化 空气,NN NN NN NN NN DEG NN VC VV NN,( (IP (IP (NP (NN 国家)) (VP (VV 建设) (NP (DNP (NP (NN 重点) (NN 生态) (NN 功能区)) (DEG 的)) (NP (NN 目的))))) (VP (VC 是) (NP (CP (IP (VV 净化))) (NP (NN 空气))))) )
21-A,港珠澳大桥的建设	减弱赤潮、风暴潮等灾害对沿岸的影响,None,,0,,,港珠澳大桥 的 建设 减弱 赤潮 、 风暴潮 等 灾害 对 沿岸 的 影响,港 珠 澳 大桥 的 建设 减弱 赤潮 、 风暴潮 等 灾害 对 沿岸 的 影响,loc DEG NN VV NN PU NN ETC NN P NN DEG NN,,因果_0（港珠澳大桥的建设，减弱赤潮、风暴潮等灾害对沿岸的影响）,因果_0（港珠澳大桥的建设，趋势_1（影响_2（赤潮、风暴潮等灾害，沿岸，#），#，#，减弱））,,1_3 2_9-11-12,因果,因果 趋势 影响,,,港珠 澳 大桥 的 建设 减弱 赤潮 、 风暴潮 等 灾害 对 沿岸 的 影响,港珠 澳 大桥 的 建设 减弱 赤潮 、 风暴潮 等 灾害 对 沿岸 的 影响,loc DEG NN VV NN PU NN ETC NN P NN DEG NN,( (NP (IP (NP (DNP (NP (NR 港珠澳大桥)) (DEG 的)) (NP (NN 建设))) (VP (VV 减弱) (NP (NP (NN 赤潮) (PU 、) (NN 风暴潮) (ETC 等)) (NP (NN 灾害))))) (DNP (PP (P 对) (NP (NN 沿岸))) (DEG 的)) (NP (NN 影响))) )
21-B,港珠澳大桥的建设	促进城市间的交通联系和地区经济的发展,None,,0,,,港珠澳大桥 的 建设 促进 城市 间 的 交通 联系 和 地区 经济 的 发展,港 珠 澳 大桥 的 建设 促进 城市 间 的 交通 联系 和 地区 经济 的 发展,loc DEG NN VV NN LC DEG NN NN CC NN NN DEG NN,,影响_0（港珠澳大桥的建设，城市间的交通联系和地区经济，促进发展）,影响_0（港珠澳大桥的建设，城市间的交通联系和地区经济，促进发展）,0_3-13,0_3-13,影响,影响,,,港珠 澳 大桥 的 建设 促进 城市 间 的 交通 联系 和 地区 经济 的 发展,港珠 澳 大桥 的 建设 促进 城市 间 的 交通 联系 和 地区 经济 的 发展,loc DEG NN VV NN LC DEG NN NN CC NN NN DEG NN,( (IP (NP (DNP (NP (NR 港珠澳大桥)) (DEG 的)) (NP (NN 建设))) (VP (VV 促进) (NP (NP (DNP (LCP (NP (NN 城市)) (LC 间)) (DEG 的)) (NP (NN 交通) (NN 联系))) (CC 和) (NP (DNP (NP (NN 地区) (NN 经济)) (DEG 的)) (NP (NN 发展)))))) )
21-C,港珠澳大桥的建设	有利于海岸生态环境向良性方向发展,None,,0,,,港珠澳大桥 的 建设 有利于 海岸 生态 环境 向 良性 方向 发展,港 珠 澳 大桥 的 建设 有利于 海岸 生态 环境 向 良性 方向 发展,loc DEG NN VV NN NN NN P NN NN VV,,影响_0（港珠澳大桥的建设，有利于海岸生态环境，向良性方向发展）,影响_0（港珠澳大桥的建设，有利于海岸生态环境，向良性方向发展）,0_3,0_3,影响,影响,,,港珠 澳 大桥 的 建设 有利于 海岸 生态 环境 向 良性 方向 发展,港珠 澳 大桥 的 建设 有利于 海岸 生态 环境 向 良性 方向 发展,loc DEG NN VV NN NN NN P NN NN NN,( (IP (NP (DNP (NP (NR 港珠澳大桥)) (DEG 的)) (NP (NN 建设))) (VP (VV 有利于) (IP (NP (NN 海岸) (NN 生态) (NN 环境)) (VP (PP (P 向) (NP (NN 良性) (NN 方向))) (VP (VV 发展)))))) )
21-D,港珠澳大桥的建设	加快珠海市向大屿山岛的人口迁移和城市扩展,None,,0,,,港珠澳大桥 的 建设 加快 珠海市 向 大屿 山岛 的 人口 迁移 和 城市 扩展,港 珠 澳 大桥 的 建设 加快 珠海市 向 大屿 山岛 的 人口 迁移 和 城市 扩展,loc DEG NN VV NR P NN NN DEG NN NN CC NN NN,,因果_0（港珠澳大桥的建设，加快珠海市向大屿山岛的人口迁移和城市扩展）,因果_0（港珠澳大桥的建设，趋势_1（珠海市向大屿山岛的人口迁移和城市扩展，#，#，加快）,,1_3,因果,因果 趋势,,,港珠 澳 大桥 的 建设 加快 珠海市 向 大屿山 岛 的 人口 迁移 和 城市 扩展,港珠 澳 大桥 的 建设 加快 珠海市 向 大屿 山岛 的 人口 迁移 和 城市 扩展,loc DEG NN VV NR P NN NN DEG NN VV CC NN NN,( (IP (NP (DNP (NP (NR 港珠澳大桥)) (DEG 的)) (NP (NN 建设))) (VP (VV 加快) (NP (NP (NP (NR 珠海市)) (DNP (PP (P 向) (NP (NN 大屿) (NN 山岛))) (DEG 的)) (NP (NN 人口) (NN 迁移))) (CC 和) (NP (NN 城市) (NN 扩展))))) )
22-A,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于	南海油气资源丰富，促进了国土开发,n,,5 9 14,,,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,改革 开放 初期 ， 以 深圳 为 代表 的 珠江 三角洲 地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,NN NN NN PU P loc VV NN DEC loc NN NN AD VV loc NN NN VA PU VV AS NN NN,,时间限定_0（改革开放初期）因果_1（南海油气资源丰富促进了国土开发，以深圳为代表的珠江三角洲地区城市化发展）,时间限定_0（改革开放初期）因果_1（因果_2（南海油气资源丰富，促进了国土开发），以深圳为代表的珠江三角洲地区城市化发展）,1_12-13,1_12-13 2_19-20,时间限定 因果,时间限定 因果,,5,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲 地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲 地区 城市化 发展 主要 得益于 南海 油气 资源 丰富 ， 促进 了 国土 开发,NN NN NN PU P loc VV NN DEC loc NN NN AD VV loc NN NN VA PU VV AS NN NN,( (IP (NP (NN 改革) (NN 开放) (NN 初期)) (PU ，) (NP (CP (IP (VP (PP (P 以) (NP (NR 深圳))) (VP (VV 为) (NP (NN 代表))))) (DEC 的)) (NP (NR 珠江三角洲地区))) (NP (NN 城市化) (NN 发展)) (VP (VP (ADVP (AD 主要)) (VP (IP (VP (VV 得益于) (NP (NP (NR 南海)) (NP (NN 油气) (NN 资源))))) (VP (VA 丰富)))) (PU ，) (VP (VV 促进) (AS 了) (NP (NN 国土) (NN 开发))))) )
22-B,改革开放初期，以深圳为代表的珠江三角洲地区城市化发展主要得益于	劳动密集型工业向知识密集型工业转变,None,,5 9,,,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲地区 城市化 发展 主要 得益于 劳动 密集型 工业 向 知识 密集型 工业 转变,改革 开放 初期 ， 以 深圳 为 代表 的 珠江 三角洲 地区 城市化 发展 主要 得益于 劳动 密集型 工业 向 知识 密集型 工业 转变,NN NN NN PU P loc VV NN DEC loc NN NN AD VV NN NN NN P NN NN NN VV,,时间限定_0（改革开放初期）因果_1（劳动密集型工业向知识密集型工业转变，以深圳为代表的珠江三角洲地区城市化发展）,时间限定_0（改革开放初期）因果_1（劳动密集型工业向知识密集型工业转变，以深圳为代表的珠江三角洲地区城市化发展）,1_12-13,1_12-13,时间限定 因果,时间限定 因果,,5,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲 地区 城市化 发展 主要 得益于 劳动 密集型 工业 向 知识 密集型 工业 转变,改革 开放 初期 ， 以 深圳 为 代表 的 珠江三角洲 地区 城市化 发展 主要 得益于 劳动 密集型 工业 向 知识 密集型 工业 转变,NN NN NN PU P loc VV NN DEC loc NN NN AD VV NN NN NN P NN NN NN VV,( (IP (NP (NN 改革) (NN 开放) (NN 初期)) (PU ，) (NP (CP (IP (VP (PP (P 以) (NP (NR 深圳))) (VP (VV 为) (NP (NN 代表))))) (DEC 的)) (NP (NR 珠江三角洲地区)) (NP (NN 城市化) (NN 发展))) (VP (ADVP (AD 主要)) (VP (VV 得益于) (NP (NN 劳动) (NN 密集型) (NN 工业)) (IP (VP (PP (P 向) (NP (NN 知识) (NN 密集型) (NN 工业))) (VP (VV 转变))))))) )
