编号,文本,拆分信息,时间,地点,术语,数量词,（粗粒度）分词,（细粒度）分词,词性,成分分析,简化模板,完整模板,简化模板线索词,完整模板线索词,简化模板类型,完整模板类型,（auto）时间,（auto）地点,（auto粗粒度）分词,（auto细粒度）分词,（auto）词性,（auto）成分分析
12-C,上海人口自然增长率比北京低，主要影响因素可能是	人口年龄结构,None,,0 3,1,,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 人口 年龄 结构,上海 人口 自然 增长率 比 北京 低 ， 主要 影响 因素 可能 是 人口 年龄 结构,loc term P loc VA PU JJ NN NN VV VC NN NN NN,,,,,,,,,0 3,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 人口 年龄 结构,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 人口 年龄 结构,loc term P loc VA PU JJ NN NN VV VC NN NN NN,( (IP (IP (NP (NP (NR 上海)) (NP (NN 人口自然增长率))) (VP (PP (P 比) (NP (NR 北京))) (VP (VA 低)))) (PU ，) (IP (NP (NP (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素))) (VP (VV 可能) (VP (VC 是) (NP (NP (NN 人口) (NN 年龄)) (NP (NN 结构))))))) )
12-D,上海人口自然增长率比北京低，主要影响因素可能是	经济发展水平,None,,0 3,1,,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 经济 发展 水平,上海 人口 自然 增长率 比 北京 低 ， 主要 影响 因素 可能 是 经济 发展 水平,loc term P loc VA PU JJ NN NN VV VC NN NN NN,,,,,,,,,0 3,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 经济 发展 水平,上海 人口自然增长率 比 北京 低 ， 主要 影响 因素 可能 是 经济 发展 水平,loc term P loc VA PU JJ NN NN VV VC NN NN NN,( (IP (IP (NP (NP (NR 上海)) (NP (NN 人口自然增长率))) (VP (PP (P 比) (NP (NR 北京))) (VP (VA 低)))) (PU ，) (IP (NP (NP (ADJP (JJ 主要)) (NP (NN 影响))) (NP (NN 因素))) (VP (VV 可能) (VP (VC 是) (NP (NN 经济) (NN 发展) (NN 水平)))))) )
13-A,江苏比西藏承载更多人口，这说明江苏比西藏	资源利用条件更优越,None,,0 2 10 12,,,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 资源 利用 条件 更 优越,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 资源 利用 条件 更 优越,loc P loc VV AD JJ NN PU PN VV loc P loc NN NN NN AD VA,,,,,,,,,2 10 12,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 资源 利用 条件 更优 越,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 资源 利用 条件 更优 越,loc P loc VV AD JJ NN PU PN VV loc P loc NN VV NN AD VA,( (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NR 西藏))) (VP (VV 承载) (NP (ADJP (ADVP (AD 更)) (ADJP (JJ 多))) (NP (NN 人口))) (PU ，) (IP (NP (PN 这)) (VP (VV 说明) (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NP (NR 西藏)) (NP (NN 资源) (NN 利用) (NN 条件)))) (ADVP (AD 更)) (VP (VA 优越))))))))) )
13-B,江苏比西藏承载更多人口，这说明江苏比西藏	生活消费水平更高,None,,0 2 10 12,,,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 生活 消费 水平 更 高,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 生活 消费 水平 更 高,loc P loc VV AD JJ NN PU PN VV loc P loc NN NN NN AD VA,,,,,,,,,2 10 12,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 生活 消费 水平 更 高,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 生活 消费 水平 更 高,loc P loc VV AD JJ NN PU PN VV loc P loc VV NN NN AD VA,( (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NR 西藏))) (VP (VV 承载) (NP (ADJP (ADVP (AD 更)) (ADJP (JJ 多))) (NP (NN 人口))) (PU ，) (IP (NP (PN 这)) (VP (VV 说明) (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NP (NR 西藏)) (NP (NN 生活) (NN 消费) (NN 水平)))) (ADVP (AD 更)) (VP (VA 高))))))))) )
13-C,江苏比西藏承载更多人口，这说明江苏比西藏	交通运输条件更便捷,None,,0 2 10 12,,,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 交通 运输 条件 更 便捷,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 交通 运输 条件 更 便捷,loc P loc VV AD JJ NN PU PN VV loc P loc NN NN NN AD VA,,,,,,,,,2 10 12,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 交通 运输 条件 更 便 捷,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 交通 运输 条件 更 便 捷,loc P loc VV AD JJ NN PU PN VV loc P loc NN NN NN AD VA,( (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NR 西藏))) (VP (VV 承载) (NP (ADJP (ADVP (AD 更)) (ADJP (JJ 多))) (NP (NN 人口))) (PU ，) (IP (NP (PN 这)) (VP (VV 说明) (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NP (NR 西藏)) (NP (NN 交通) (NN 运输) (NN 条件)))) (ADVP (AD 更)) (VP (VA 便捷))))))))) )
13-D,江苏比西藏承载更多人口，这说明江苏比西藏	人均生存空间更大,None,,0 2 10 12,,,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 人均 生存 空间 更 大,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 人均 生存 空间 更 大,loc P loc VV AD JJ NN PU PN VV loc P loc JJ NN NN AD VA,,,,,,,,,2 10 12,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 人均 生存 空间 更 大,江苏 比 西藏 承载 更 多 人口 ， 这 说明 江苏 比 西藏 人均 生存 空间 更 大,loc P loc VV AD JJ NN PU PN VV loc P loc JJ NN NN AD VA,( (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NR 西藏))) (VP (VV 承载) (NP (ADJP (ADVP (AD 更)) (ADJP (JJ 多))) (NP (NN 人口))) (PU ，) (IP (NP (PN 这)) (VP (VV 说明) (IP (NP (NR 江苏)) (VP (PP (P 比) (NP (NP (NR 西藏)) (ADJP (JJ 人均)) (NP (NN 生存) (NN 空间)))) (ADVP (AD 更)) (VP (VA 大))))))))) )
14-A,图中J1，J2两条经线的经度分别为	55°E，60°E,n,,,,2 4 12 14,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 55°E ， 60°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 55°E ， 60°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,,,,,,,,,,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 55°E ， 60°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 55°E ， 60°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (QP (CD J1) (PU ，) (CD J2)) (QP (CD 两) (CLP (M 条))) (NP (NN 经线))) (DEG 的)) (NP (NN 经度))) (VP (ADVP (AD 分别)) (VP (VC 为) (QP (CD 55°E) (PU ，) (CD 60°E))))) )
14-B,图中J1，J2两条经线的经度分别为	135°E，140°E,n,,,,2 4 12 14,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 135°E ， 140°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 135°E ， 140°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,,,,,,,,,,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 135°E ， 140°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 135°E ， 140°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (QP (CD J1) (PU ，) (CD J2)) (QP (CD 两) (CLP (M 条))) (NP (NN 经线))) (DEG 的)) (NP (NN 经度))) (VP (ADVP (AD 分别)) (VP (VC 为) (QP (CD 135°E) (PU ，) (CD 140°E))))) )
14-C,图中J1，J2两条经线的经度分别为	170°E，175°E,n,,,,2 4 12 14,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°E ， 175°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°E ， 175°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,,,,,,,,,,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°E ， 175°E,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°E ， 175°E,NN LC num PU num CD M NN DEG NN AD VC num PU num,( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (QP (CD J1) (PU ，) (CD J2)) (QP (CD 两) (CLP (M 条))) (NP (NN 经线))) (DEG 的)) (NP (NN 经度))) (VP (ADVP (AD 分别)) (VP (VC 为) (QP (CD 170°E) (PU ，) (CD 175°E))))) )
14-D,图中J1，J2两条经线的经度分别为	170°W，165°W,n,,,,2 4 12 14,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°W ， 165°W,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°W ， 165°W,NN LC num PU num CD M NN DEG NN AD VC num PU num,,,,,,,,,,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°W ， 165°W,图 中 J1 ， J2 两 条 经线 的 经度 分别 为 170°W ， 165°W,NN LC num PU num CD M NN DEG NN AD VC num PU num,( (IP (NP (DNP (NP (LCP (NP (NN 图)) (LC 中)) (QP (CD J1) (PU ，) (CD J2)) (QP (CD 两) (CLP (M 条))) (NP (NN 经线))) (DEG 的)) (NP (NN 经度))) (VP (ADVP (AD 分别)) (VP (VC 为) (QP (CD 170°W) (PU ，) (CD 165°W))))) )
15-A,图中板块边界以西板块的名称及其移动方向分别是	亚欧板块、移向东南,None,,,2 14,,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 东南,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧 板块 、 移向 东南,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,,,,,,,,,,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 东南,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 东南,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (IP (NP (NN 板块)) (NP (NP (LCP (NP (NN 边界)) (LC 以西)) (DNP (NP (NN 板块)) (DEG 的)) (NP (NN 名称))) (CC 及) (NP (NP (PN 其)) (NP (NN 移动) (NN 方向)))) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NN 亚欧板块)))))) (PU 、) (IP (VP (VV 移向) (NP (NN 东南))))) )
15-B,图中板块边界以西板块的名称及其移动方向分别是	印度洋板块、移向东南,None,,,2 14,,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 东南,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋 板块 、 移向 东南,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,,,,,,,,,,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 东南,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 东南,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (IP (NP (NN 板块)) (NP (NP (LCP (NP (NN 边界)) (LC 以西)) (DNP (NP (NN 板块)) (DEG 的)) (NP (NN 名称))) (CC 及) (NP (NP (PN 其)) (NP (NN 移动) (NN 方向)))) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NN 印度洋板块)))))) (PU 、) (IP (VP (VV 移向) (NP (NN 东南))))) )
15-C,图中板块边界以西板块的名称及其移动方向分别是	亚欧板块、移向西北,None,,,2 14,,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 西北,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧 板块 、 移向 西北,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,,,,,,,,,,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 西北,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 亚欧板块 、 移向 西北,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (IP (NP (NN 板块)) (NP (NP (LCP (NP (NN 边界)) (LC 以西)) (DNP (NP (NN 板块)) (DEG 的)) (NP (NN 名称))) (CC 及) (NP (NP (PN 其)) (NP (NN 移动) (NN 方向)))) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NN 亚欧板块)))))) (PU 、) (IP (VP (VV 移向) (NP (NN 西北))))) )
15-D,图中板块边界以西板块的名称及其移动方向分别是	印度洋板块、移向西北,None,,,2 14,,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 西北,图 中 板块 边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋 板块 、 移向 西北,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,,,,,,,,,,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 西北,图 中 板块边界 以西 板块 的 名称 及 其 移动 方向 分别 是 印度洋板块 、 移向 西北,NN LC term NN LC NN DEG NN CC PN NN NN AD VC term PU VV NN,( (IP (IP (LCP (NP (NN 图)) (LC 中)) (IP (NP (NN 板块)) (NP (NP (LCP (NP (NN 边界)) (LC 以西)) (DNP (NP (NN 板块)) (DEG 的)) (NP (NN 名称))) (CC 及) (NP (NP (PN 其)) (NP (NN 移动) (NN 方向)))) (VP (ADVP (AD 分别)) (VP (VC 是) (NP (NN 印度洋板块)))))) (PU 、) (IP (VP (VV 移向) (NP (NN 西北))))) )
16-A,地震发生时的防震措施错误的是	在学校时可以躲避在课桌旁、讲台旁或者墙角处,None,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 学校 时 可以 躲避 在 课桌 旁 、 讲台 旁 或者 墙角 处,地震 发生 时 的 防震 措施 错误 的 是 在 学校 时 可以 躲避 在 课桌 旁 、 讲台 旁 或者 墙角 处,term VV LC DEG NN NN VA DEC VC P NN LC VV VV P NN LC PU NN LC CC NN NN,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 学校 时 可以 躲避 在 课 桌旁 、 讲台 旁 或者 墙角 处,地震 发生 时 的 防震 措施 错误 的 是 在 学校 时 可以 躲避 在 课 桌旁 、 讲台 旁 或者 墙角 处,term VV LC DEG NN NN VA DEC VC P NN LC VV VV P NN LC PU VV LC CC NN NN,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (PP (P 在) (LCP (NP (NN 学校)) (LC 时))) (VP (VV 可以) (VP (VV 躲避) (NP (PP (PP (P 在) (LCP (LCP (NP (NN 课桌)) (LC 旁)) (PU 、) (LCP (NP (NN 讲台)) (LC 旁)))) (CC 或者) (PP (NP (NN 墙角)))) (NP (NN 处)))))))) )
16-B,地震发生时的防震措施错误的是	在街上时迅速离开电线杆和围墙，到开阔地躲避,y,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙 ， 到 开阔地 躲避,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙 ， 到 开阔地 躲避,term VV LC DEG NN NN VA DEC VC P NN LC AD VV NN CC NN PU VV NN VV,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙 ， 到 开阔地 躲避,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙 ， 到 开阔地 躲避,term VV LC DEG NN NN VA DEC VC P VV LC AD VV NN CC NN PU P NR VV,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (VP (PP (P 在) (LCP (NP (NN 街上)) (LC 时))) (ADVP (AD 迅速)) (VP (VV 离开) (NP (NN 电线杆) (CC 和) (NN 围墙)))) (PU ，) (VP (VV 到) (NP (NN 开阔地)) (IP (VP (VV 躲避))))))) )
16-B-0,地震发生时的防震措施错误的是	在街上时迅速离开电线杆和围墙,ed-ori,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙,term VV LC DEG NN NN VA DEC VC P NN LC AD VV NN CC NN,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 迅速 离开 电线杆 和 围墙,term VV LC DEG NN NN VA DEC VC P VV LC AD VV NN CC NN,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (IP (VP (PP (P 在) (LCP (NP (NN 街上)) (LC 时))) (ADVP (AD 迅速)) (VP (VV 离开) (NP (NN 电线杆) (CC 和) (NN 围墙))))))) )
16-B-1,地震发生时的防震措施错误的是	在街上时到开阔地躲避,ed-mod,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 到 开阔地 躲避,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 到 开阔地 躲避,term VV LC DEG NN NN VA DEC VC P NN LC VV NN VV,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 到 开阔地 躲避,地震 发生 时 的 防震 措施 错误 的 是 在 街上 时 到 开阔地 躲避,term VV LC DEG NN NN VA DEC VC P VV LC VV NN VV,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (PP (P 在) (LCP (NP (NN 街上)) (LC 时))) (VP (VP (VV 到) (NP (NN 开阔地))) (VP (VV 躲避)))))) )
16-C,地震发生时的防震措施错误的是	在商店时躲在结实的柱子旁，屈身蹲下用手护头,y,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 躲在 结实 的 柱子 旁 ， 屈身 蹲下 用 手 护 头,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 躲在 结实 的 柱子 旁 ， 屈身 蹲下 用 手 护 头,term VV LC DEG NN NN VA DEC VC P NN LC VV VA DEC NN LC PU VV VV VV NN VV NN,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时躲 在 结实 的 柱子 旁 ， 屈身 蹲下 用 手护头,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时躲 在 结实 的 柱子 旁 ， 屈身 蹲下 用 手护头,term VV LC DEG NN NN VA DEC VC P NN LC VV VA DEC NN LC PU VV VV VV NN,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (PP (P 在) (LCP (NP (CP (IP (VP (LCP (NP (NN 商店)) (LC 时)) (VP (VSB (VV 躲在) (VA 结实))))) (DEC 的)) (NP (NN 柱子))) (LC 旁))) (PU ，) (VP (VP (VCD (VV 屈身) (VV 蹲下))) (VP (VV 用) (NP (NN 手))) (VP (VV 护) (NP (NN 头))))))) )
16-C-0,地震发生时的防震措施错误的是	在商店时躲在结实的柱子旁,ed-ori,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 躲在 结实 的 柱子 旁,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 躲在 结实 的 柱子 旁,term VV LC DEG NN NN VA DEC VC P NN LC VV VA DEC NN LC,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时躲 在 结实 的 柱子 旁,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时躲 在 结实 的 柱子 旁,term VV LC DEG NN NN VA DEC VC P NN LC VV VA DEC NN LC,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (PP (P 在) (LCP (NP (CP (IP (VP (LCP (NP (NN 商店)) (LC 时)) (VP (VSB (VV 躲在) (VA 结实))))) (DEC 的)) (NP (NN 柱子))) (LC 旁))))) )
16-C-1,地震发生时的防震措施错误的是	在商店时屈身蹲下用手护头,ed-mod,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 屈身 蹲下 用 手 护 头,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 屈身 蹲下 用 手 护 头,term VV LC DEG NN NN VA DEC VC P NN LC VV VV VV NN VV NN,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 屈身 蹲下 用 手护头,地震 发生 时 的 防震 措施 错误 的 是 在 商店 时 屈身 蹲下 用 手护头,term VV LC DEG NN NN VA DEC VC P NN LC VV VV VV NN VV NN,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (PP (P 在) (LCP (NP (NN 商店)) (LC 时))) (VP (VP (VCD (VV 屈身) (VV 蹲下))) (VP (VV 用) (NP (NN 手))) (VP (VV 护) (NP (NN 头))))))) )
16-D,地震发生时的防震措施错误的是	在住宅楼上时迅速乘电梯或走楼梯，向底层转移,y,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯 ， 向 底层 转移,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯 ， 向 底层 转移,term VV LC DEG NN NN VA DEC VC P NN NN LC AD VV NN CC VV NN PU P NN VV,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯 ， 向 底层 转移,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯 ， 向 底层 转移,term VV LC DEG NN NN VA DEC VC P NN VV LC AD VV NN CC VV NN PU P NN VV,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (VP (PP (P 在) (LCP (NP (NN 住宅) (NN 楼上)) (LC 时))) (ADVP (AD 迅速)) (VP (VP (VV 乘) (NP (NN 电梯))) (CC 或) (VP (VV 走) (NP (NN 楼梯))))) (PU ，) (VP (PP (P 向) (NP (NN 底层))) (VP (VV 转移)))))) )
16-D-0,地震发生时的防震措施错误的是	在住宅楼上时迅速乘电梯或走楼梯,ed-ori,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯,term VV LC DEG NN NN VA DEC VC P NN NN LC AD VV NN CC VV NN,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 迅速 乘 电梯 或 走 楼梯,term VV LC DEG NN NN VA DEC VC P NN VV LC AD VV NN CC VV NN,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (IP (VP (PP (P 在) (LCP (NP (NN 住宅) (NN 楼上)) (LC 时))) (ADVP (AD 迅速)) (VP (VP (VV 乘) (NP (NN 电梯))) (CC 或) (VP (VV 走) (NP (NN 楼梯)))))))) )
16-D-1,地震发生时的防震措施错误的是	在住宅楼上时向底层转移,ed-mod,,,0,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 向 底层 转移,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 向 底层 转移,term VV LC DEG NN NN VA DEC VC P NN NN LC P NN VV,,,,,,,,,,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 向 底层 转移,地震 发生 时 的 防震 措施 错误 的 是 在 住宅 楼上 时 向 底层 转移,term VV LC DEG NN NN VA DEC VC P NN VV LC P NN VV,( (IP (NP (DNP (LCP (IP (NP (NN 地震)) (VP (VV 发生))) (LC 时)) (DEG 的)) (NP (NN 防震) (NN 措施))) (NP (CP (IP (VP (VA 错误))) (DEC 的))) (VP (VC 是) (VP (PP (P 在) (LCP (NP (NN 住宅) (NN 楼上)) (LC 时))) (PP (P 向) (NP (NN 底层))) (VP (VV 转移))))) )
17-A,该地区农业生产	精耕细作，农产品的单产量和商品率较高,y,,,,,该 地区 农业 生产 精耕 细作 ， 农产品 的 单产量 和 商品率 较 高,该 地区 农业 生产 精耕 细作 ， 农产品 的 单产量 和 商品率 较 高,DT NN NN NN NN NN PU NN DEG NN CC NN AD VA,,,,,,,,,,该 地区 农业 生产 精耕 细作 ， 农产品 的 单产量 和 商品率 较 高,该 地区 农业 生产 精耕 细作 ， 农产品 的 单产量 和 商品率 较 高,DT NN NN NN NN NN PU NN DEG NN CC NN AD VA,( (IP (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产) (NN 精耕) (NN 细作))) (PU ，) (IP (NP (DNP (NP (NN 农产品)) (DEG 的)) (NP (NN 单产量) (CC 和) (NN 商品率))) (VP (ADVP (AD 较)) (VP (VA 高))))) )
17-A-0,该地区农业生产	精耕细作,ed-ori,,,,,该 地区 农业 生产 精耕 细作,该 地区 农业 生产 精耕 细作,DT NN NN NN NN NN,,,,,,,,,,该 地区 农业 生产 精耕 细作,该 地区 农业 生产 精耕 细作,DT NN NN NN NN NN,( (NP (NP (DP (DT 该)) (NP (NN 地区))) (NP (NN 农业) (NN 生产) (NN 精耕) (NN 细作))) )
